Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,Location
MCP2863002V,230034445,Montgomery County Police,Property Damage Crash,07/19/2023 07:00:00 PM,Maryland (State),WOODFIELD RD,MIDCOUNTY HWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,OTHER,NONE DETECTED,,4707B10D-05AC-4A49-8CD9-4B6D6A4A14A9,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,068A9C1C-5FD3-460A-8FDE-63060207F0FE,DISABLING,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,North,30,No,No,2013,HOND,4S,39.15108983,-77.17462233,(39.15108983 -77.17462233)
MCP1417007J,170512420,Montgomery County Police,Injury Crash,06/08/2017 06:37:00 AM,Maryland (State),WOODFIELD RD,WARFIELD RD,,N/A,,HEAD ON LEFT TURN,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,299C105B-2EAD-4E85-A96B-0FEFCFA84300,No,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,2C0B8ED9-E586-4EA7-9200-BD1CB627E046,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,30,No,No,2016,HONDA,CRV,39.19503539,-77.15311468,(39.19503539 -77.15311468)
MCP2816003Q,230060417,Montgomery County Police,Property Damage Crash,10/13/2023 10:57:00 PM,Maryland (State),FREDERICK RD,PARAMOUNT DR,,N/A,,OTHER,N/A,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,8338E23B-FDBE-43B8-86FC-464B1F0B4C5B,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,93FB965D-CCC6-463E-84A7-B438EBC11ECF,DISABLING,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,40,No,No,2019,FORD,FUSION,39.11449667,-77.16390833,(39.11449667 -77.16390833)
MCP2380000G,230070479,Montgomery County Police,Injury Crash,12/07/2023 07:23:00 PM,Maryland (State),OLD GEORGETOWN RD,LINCOLN ST,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,6AAB7F0F-6040-4224-8D2C-B702F883CE65,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,CEF2BEA3-DA4D-4265-8340-4196517272E1,DESTROYED,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,North,35,No,No,2012,DODGE,CHARGER,38.99849381,-77.10921878,(38.99849381 -77.10921878)
MCP3060004B,230046171,Montgomery County Police,Property Damage Crash,07/26/2023 10:48:00 AM,Maryland (State),UNIVERSITY BLVD W,EISNER ST,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAWN,STOP SIGN,NONE DETECTED,,E93AC4E5-BA5A-4C70-A79C-6A830F7374D1,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,EB0A3162-37CE-46A4-A5C4-3A8D12B5B757,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2014,JEEP,WRANGLER,39.03004333,-77.02096667,(39.03004333 -77.02096667)
MCP3086009T,230070902,Montgomery County Police,Property Damage Crash,12/09/2023 05:33:00 PM,Maryland (State),FREDERICK RD,EXIT FR BUSINESS,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK NO LIGHTS,TRAFFIC SIGNAL,UNKNOWN,,D128A02E-48AB-4F30-8AD4-84978B989855,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,FB6C851B-B19F-4CFE-A5C3-A5954368456F,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,35,No,No,2004,INFI,SD,39.17844926,-77.23856682,(39.17844926 -77.23856682)
MCP3330001L,230065360,Montgomery County Police,Property Damage Crash,11/09/2023 12:53:00 PM,Maryland (State),GEORGIA AVE,ENNALLS AVE,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E6E6F365-79F4-498B-BE6A-C1C15CAFE379,No,NO APPARENT INJURY,N/A,UNKNOWN,MD,AAC70432-2568-438A-8880-AFF0198ADDE5,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,25,No,No,2006,TOYOTA,HIGHLANDER,39.0409965,-77.05174133,(39.0409965 -77.05174133)
MCP32620038,230051568,Montgomery County Police,Injury Crash,08/26/2023 10:57:00 PM,Maryland (State),SANDY SPRING RD,RIDING STABLE RD,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,,4614A67A-EB61-465D-98BC-6DE72A478344,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,3039EA2C-1AA9-4661-9BBF-4F3404CA22E7,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35,No,No,2011,FORD,FLEX,39.10556372,-76.91067307,(39.10556372 -76.91067307)
MCP32700025,230058209,Montgomery County Police,Property Damage Crash,10/03/2023 05:35:00 AM,US (State),COLUMBIA PIKE,PRELUDE DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,C1D27EAB-A355-4C90-AC92-23FD5DED74B2,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,DC9937A4-A8D2-47B8-8788-EE9CF4B45CDF,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,2010,ACURA,TL,39.03928167,-76.99795333,(39.03928167 -76.99795333)
MCP3059003G,180063871,Montgomery County Police,Injury Crash,12/21/2018 07:00:00 PM,,,,PARKING LOT OF 13615 GEORGIA AVE,,PEDESTRIAN,OTHER,CLEAR,,DUSK,N/A,UNKNOWN,NONE DETECTED,CAF89F08-E55B-41AF-8B60-89C6DE87F948,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,B29F2E98-F18F-4891-8C39-8399F5DEA90B,UNKNOWN,TWELVE OCLOCK,VAN,UNKNOWN,West,5,No,No,2003,CHRYSLER,VAN,39.07891152,-77.07230682,(39.07891152 -77.07230682)
MCP2586003Z,180017743,Montgomery County Police,Injury Crash,04/11/2018 08:32:00 AM,Maryland (State),NEW HAMPSHIRE AVE,VENICE DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,11FE729A-439D-4306-9676-751DE643C536,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,VA,409C9D34-C799-4C01-A476-12A62630F66C,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,40,No,No,1998,HONDA,ACCORD,39.06138679,-76.99828148,(39.06138679 -76.99828148)
MCP30220050,230028898,Montgomery County Police,Property Damage Crash,06/15/2023 09:54:00 PM,County,KIMBLEHUNT PL,ROAD END - GATE/BARRICADE,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,N/A,UNKNOWN,,6FFD3E33-20D8-4929-BBFD-1EC6E328B070,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,DB4A75D0-9E94-4DBD-ABBC-BC86232C1871,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,35,No,No,2001,HONDA,CIVIC,39.23962597,-77.1861164,(39.23962597 -77.1861164)
MCP3256002R,230073573,Montgomery County Police,Injury Crash,12/25/2023 06:26:00 PM,US (State),COLUMBIA PIKE,FAIRLAND RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,81D5A3B3-9C0B-4ACC-9734-38FD5B22D315,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6CD777A7-9F4D-4024-8BF2-114DEB7FCF67,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,55,No,No,2018,FORD,FUSION,39.0724857,-76.95610047,(39.0724857 -76.95610047)
MCP913000FP,230018823,Montgomery County Police,Injury Crash,04/20/2023 07:47:00 AM,County,GILBERT ST,BARRON ST,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,D3789959-C01A-44AF-A0E3-704B91A397AD,Yes,NO APPARENT INJURY,N/A,DISTRACTED BY OUTSIDE PERSON OBJECT OR EVENT,MD,405F7EB0-961A-49D4-9FE9-C7AB89160472,NO DAMAGE,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2013,HONDA,CIVIC,38.997769,-76.99675733,(38.997769 -76.99675733)
MCP2771002W,230061610,Montgomery County Police,Property Damage Crash,10/20/2023 12:41:00 PM,County,FREDALE ST,FARTHING DR,,N/A,,OTHER,CLOUDY,DRY,DAYLIGHT,N/A,N/A,,0C761D5F-A7A6-44B6-9096-87C107A530E9,Yes,NO APPARENT INJURY,N/A,UNKNOWN,XX,81875205-3DDB-4DCB-8F86-F031CB593FC1,UNKNOWN,UNKNOWN,PASSENGER CAR,UNKNOWN,East,25,No,No,2009,ACURA,MDX TK,39.06143272,-77.06916793,(39.06143272 -77.06916793)
MCP2592003D,230062703,Montgomery County Police,Injury Crash,10/26/2023 02:00:00 PM,County,MUNCASTER RD,STRUC #M0058 ROCK CREEK,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,N/A,N/A,,51FDD3B4-5F8A-4F8C-A5FE-707882C95CCC,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,89C91422-6C82-4664-AC62-BA6639895223,DESTROYED,TWELVE OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,North,30,No,No,2007,SUZUKI,SPORT,39.1543429,-77.1310981,(39.1543429 -77.1310981)
HA2497000D,230063321,Maryland-National Capital,Property Damage Crash,10/30/2023 07:50:00 AM,County,DALEWOOD DR,ENT TO SCHOOL,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,,ACB4B21F-3549-4FD2-8DE4-940F2402467B,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,,A101B0D3-F971-4C96-889F-9C18C64D9446,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,PASSING,North,15,No,No,2005,TOYOTA,RAV,39.06100331,-77.06814475,(39.06100331 -77.06814475)
MCP28630031,230069190,Montgomery County Police,Property Damage Crash,11/30/2023 04:45:00 PM,,,,PARKING LOT NEAR 15350 SHADY GROVE RAOD,,,SAME DIR REAR END,CLEAR,,DARK LIGHTS ON,NO CONTROLS,N/A,,EB541CE4-0D1B-464C-A5BA-9E909511A9F9,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,A77432C8-15D5-4E0E-9C5B-7DE6416443D0,UNKNOWN,TWELVE OCLOCK,UNKNOWN,PARKING,Unknown,0,No,No,2011,CHEVY,SEDAN,39.11819267,-77.18349983,(39.11819267 -77.18349983)
MCP2108001N,230068572,Montgomery County Police,Property Damage Crash,11/27/2023 05:45:00 AM,,,,PARKING LOT OF 16651 CRABBS BRANCH WAY,,,OTHER,N/A,,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,02CC3B72-898D-49F8-88E9-81709BAE7805,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,CF6A3D35-4A56-42D6-90F5-8D83FE0E2F78,SUPERFICIAL,FIVE OCLOCK,SCHOOL BUS,BACKING,Unknown,0,No,No,2012,THOMAS,SAF-T-LINER C2,39.127375,-77.16413667,(39.127375 -77.16413667)
MCP1213008R,230067944,Montgomery County Police,Property Damage Crash,11/23/2023 11:02:00 AM,Maryland (State),ASHTON RD,NEW HAMPSHIRE AVE,,N/A,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1CC0EB1F-9BD8-47E5-A7A5-F7E80E7881B1,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,XX,7FD07A8D-BB4A-4A6A-8C7F-C6DD1A1A94AD,FUNCTIONAL,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,30,No,No,2002,FORD,MUSTANG,39.14961667,-77.01351667,(39.14961667 -77.01351667)
MCP289100CP,230061453,Montgomery County Police,Property Damage Crash,10/19/2023 02:02:00 PM,US (State),COLESVILLE RD,FENTON ST,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,E6EFC5D7-AF3E-4E80-B871-08421AAD90C9,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,DC,E2F5D1D9-CF4F-4FFF-BFEB-5E910D2F6D30,SUPERFICIAL,FIVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,2017,VOLK,GOLF,38.99806333,-77.02657833,(38.99806333 -77.02657833)
MCP24550064,230054123,Montgomery County Police,Injury Crash,09/10/2023 05:04:00 PM,Maryland (State),VEIRS MILL RD,TWINBROOK PKWY,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,,7AB9A57D-5B59-448F-8C18-39F5E09104E3,No,POSSIBLE INJURY,N/A,NOT DISTRACTED,MD,5D0321CC-21BB-4F43-95BD-924CFF1F85F9,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,East,40,No,No,2021,SUBA,UT,39.07372224,-77.11262995,(39.07372224 -77.11262995)
MCP0617005C,230048381,Montgomery County Police,Injury Crash,08/08/2023 08:16:00 AM,County,BONIFANT RD,LAYHILL VALLEY CT,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,62FAE9FD-3454-419B-AC9F-712CD977D2E0,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,BB80C51E-6D89-4F33-BBAF-8D614F13486D,UNKNOWN,UNKNOWN,PASSENGER CAR,MOVING CONSTANT SPEED,East,30,No,No,2023,HYUNDAI,UNK,39.09195833,-77.04224,(39.09195833 -77.04224)
MCP13780151,230046011,Montgomery County Police,Property Damage Crash,07/25/2023 03:35:00 PM,County,RANDOLPH RD,GOODHILL RD,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F2169D7A-7F65-46AD-BFE4-CC9EEEE4651D,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,MD,B0EBF718-BC4E-496F-BCCB-7E7C572407DC,DISABLING,ELEVEN OCLOCK,(SPORT) UTILITY VEHICLE,CHANGING LANES,West,35,No,No,2022,TOYT,RAV4,39.05873417,-77.07052833,(39.05873417 -77.07052833)
MCP3165004R,230059256,Montgomery County Police,Injury Crash,10/08/2023 10:00:00 AM,County,BRIGGS CHANEY RD,RAMP 6 FR BRIGGS CHANEY RD TO US 29 SB,,N/A,,STRAIGHT MOVEMENT ANGLE,N/A,DRY,DAWN,TRAFFIC SIGNAL,NONE DETECTED,,F9A01DDE-24F1-4A56-80B0-819B2169F02A,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,75969042-1431-4A7B-9639-4494B87A1879,DISABLING,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM LANE,North,35,No,No,2013,HOND,CP,39.0828755,-76.948266,(39.0828755 -76.948266)
MCP3089003Z,230054169,Montgomery County Police,Injury Crash,09/11/2023 06:48:00 AM,US (State),COLESVILLE RD,SPRING ST,,N/A,,SAME DIRECTION RIGHT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,N/A,,383D5CEA-DBC1-49BD-AF90-4701B8396F87,Yes,NO APPARENT INJURY,N/A,LOOKED BUT DID NOT SEE,DC,682A408D-B8AC-4095-A09E-2B3B344B125D,FUNCTIONAL,ONE OCLOCK,(SPORT) UTILITY VEHICLE,STARTING FROM LANE,North,15,No,No,2020,LNDR,UT,38.99946,-77.02588167,(38.99946 -77.02588167)
MCP2846008Y,230034257,Montgomery County Police,Injury Crash,07/18/2023 08:10:00 PM,Maryland (State),GEORGIA AVE,RANDOLPH RD,,N/A,,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,C48957D7-6AE4-475F-B311-7D4673A93CB8,Yes,POSSIBLE INJURY,N/A,UNKNOWN,,73316BFB-5C94-47BC-946F-66D4D75CEE70,DESTROYED,ONE OCLOCK,PASSENGER CAR,ACCELERATING,North,35,No,No,2007,HONDA,ACCORD,39.05831167,-77.0501,(39.05831167 -77.0501)
MCP2708008K,230069522,Montgomery County Police,Property Damage Crash,12/02/2023 06:30:00 PM,Maryland (State),UNIVERSITY BLVD E,ENT TO BUSINESS,,N/A,,SAME DIR REAR END,CLOUDY,WET,DARK LIGHTS ON,NO CONTROLS,N/A,,F98356DF-3F8B-401A-B58D-96CDE8C65701,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,36F8AE7D-5AE4-44D4-A39D-5E67524C2EAC,SUPERFICIAL,TWELVE OCLOCK,VAN,CHANGING LANES,East,35,No,No,1999,FORD,ECONOLINE,38.99952667,-76.990805,(38.99952667 -76.990805)
MCP291700C5,230046597,Montgomery County Police,Property Damage Crash,07/28/2023 09:43:00 AM,Maryland (State),OLNEY LAYTONSVILLE RD,ZION RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,A08286C2-5FF8-4E8E-9250-E1EFA5EEA816,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,6E2A8140-7C93-4251-BCB4-35EF3F919F78,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,40,No,No,2023,MERCEDES,A220,39.17692517,-77.10073817,(39.17692517 -77.10073817)
MCP31450044,230057320,Montgomery County Police,Injury Crash,09/28/2023 03:20:00 PM,County,POWDER MILL RD,ENT TO BUSINESS,,N/A,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,7E2FD0F7-E194-4E68-A343-DABEE251FF7E,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,7343BB56-8C1F-4DB6-A60F-65E8C597AA2A,DESTROYED,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25,No,No,2021,MAZDA,3,39.022745,-76.97627333,(39.022745 -76.97627333)
MCP29680058,230068876,Montgomery County Police,Injury Crash,11/29/2023 10:16:00 AM,,,,CABIN JOHN SHOPPING CENTER PARKING LOT.  7955 TUCKERMAN LANE.,,,OPPOSITE DIR BOTH LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,N/A,,AA9E28B2-7AC7-4E5A-AEDC-82AFAE549855,Yes,SUSPECTED MINOR INJURY,N/A,UNKNOWN,MD,8C467D29-2A41-4F85-B305-D54741B0D42D,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,0,No,No,2017,MERZ,C300,39.042175,-77.15858167,(39.042175 -77.15858167)
MCP33620022,230062847,Montgomery County Police,Injury Crash,10/27/2023 10:30:00 AM,Maryland (State),NEW HAMPSHIRE AVE,LOCKWOOD DR,,N/A,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,967EFFD7-FD27-4D57-81F9-5C4363E8143D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,09246242-3786-47CE-83A2-EDFEA1F702AD,DISABLING,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35,No,No,2001,VOLV,SW,39.04016833,-76.99096333,(39.04016833 -76.99096333)
DD56650018,230048231,Rockville Police Departme,Property Damage Crash,08/07/2023 02:00:00 PM,,,,1150 CARNATION PARKING LOT,,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,B168E7A3-C4E7-47F9-9133-2959A0A16B74,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,01E2FE28-1351-4C10-A92D-9305F584A777,FUNCTIONAL,TWELVE OCLOCK,POLICE VEHICLE/EMERGENCY,PARKING,North,10,No,No,2015,LEXS,4S,39.10013169,-77.17627323,(39.10013169 -77.17627323)
MCP2251002F,230055677,Montgomery County Police,Property Damage Crash,09/19/2023 07:41:00 AM,Interstate (State),EISENHOWER MEMORIAL HWY,EXIT #4,,N/A,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,N/A,N/A,,81ADF6D8-BEBE-409E-9209-F41AF66314A6,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,5640346A-5358-403C-9855-3E47AE832FE4,FUNCTIONAL,ONE OCLOCK,PASSENGER CAR,CHANGING LANES,South,55,No,No,2023,HONDA,HR-V,39.08304333,-77.17277833,(39.08304333 -77.17277833)
MCP2466004J,230054307,Montgomery County Police,Injury Crash,09/11/2023 07:07:00 PM,County,TRAVILAH RD,BRIARBUSH LA,,N/A,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D4668C70-6C51-48ED-BB43-0DDEE33928DA,Yes,SUSPECTED MINOR INJURY,N/A,NOT DISTRACTED,MD,B72123B0-B7F2-4040-9191-704E9CE0E113,DISABLING,ELEVEN OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,South,40,No,No,2010,YAMA,STAR CR,39.07048888,-77.26181384,(39.07048888 -77.26181384)
MCP31920046,230052311,Montgomery County Police,Property Damage Crash,08/30/2023 07:08:00 PM,Maryland (State),GEORGIA AVE,MASON ST,,N/A,,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,ALCOHOL CONTRIBUTED,,C03F1B39-B129-4DF6-9E9C-1FC0D2EA4423,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,311AD387-CED6-4286-9D1B-D53CF90A47FF,NO DAMAGE,UNKNOWN,MOPED,MOVING CONSTANT SPEED,South,35,No,No,0,MOTO,SYX,39.05515958,-77.05034675,(39.05515958 -77.05034675)
MCP24370056,230056333,Montgomery County Police,Property Damage Crash,09/22/2023 03:42:00 PM,County,TWINBROOK PKWY,ARDENNES AVE,,N/A,,SAME DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,73EB9E61-E575-42F7-B122-3044D5C6862C,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,1927359B-35DF-46BE-AB9B-456EF89C652E,NO DAMAGE,EIGHT OCLOCK,TRANSIT BUS,CHANGING LANES,North,30,No,No,2013,GILLIG,LOW FLOOR,39.06435717,-77.11566217,(39.06435717 -77.11566217)
MCP2905005V,230053424,Montgomery County Police,Property Damage Crash,09/06/2023 11:48:00 AM,County,WILLARD AVE,SHOEMAKER FARM LA,,FRIENDSHIP HEIGHTS,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,,0B61749B-C321-4C8F-B85A-A0D992E0225D,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,CT,23D9138E-8A43-4012-975D-07656A11F868,SUPERFICIAL,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25,No,No,2022,RAM,PROMASTER,38.96238333,-77.09184833,(38.96238333 -77.09184833)
MCP285900F1,230064162,Montgomery County Police,Property Damage Crash,11/03/2023 11:55:00 AM,Municipality,BANK ST,QUINCE ORCHARD RD,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,BFBEAFEC-3C15-4FE4-98DE-12858422A3CF,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,CB0E1941-8DB9-4FF1-A685-FFE41C108681,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,30,No,No,2019,TOYT,CAMRY,39.14025617,-77.22237967,(39.14025617 -77.22237967)
MCP31110077,230056275,Montgomery County Police,Property Damage Crash,09/22/2023 02:26:00 AM,County,S CHELSEA LA,MARYLAND AVE,,N/A,,HEAD ON,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,,BAED2247-3AF9-497C-9929-E076496672FD,Yes,NO APPARENT INJURY,N/A,UNKNOWN,,FCD9D6B5-8EB7-4776-B7AC-0EEA841609F4,FUNCTIONAL,TWELVE OCLOCK,,MOVING CONSTANT SPEED,East,25,No,No,0,UNKNOWN,UNKNOWN,38.99418207,-77.09265039,(38.99418207 -77.09265039)
MCP3140002G,230060402,Montgomery County Police,Injury Crash,10/13/2023 09:30:00 PM,Maryland (State),EAST WEST HWY,ROSEMARY HILLS RD,,N/A,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,,FFEDABD4-1CD6-46B6-9A93-FB6BACCCF3E8,No,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,8FF349B1-6A0D-41B4-A195-13544467FEEA,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,35,No,No,2007,HOND,SD,38.99565002,-77.04205565,(38.99565002 -77.04205565)
MCP3190005K,230068894,Montgomery County Police,Property Damage Crash,11/29/2023 11:25:00 AM,Maryland (State),OLNEY SANDY SPRING RD,VILLAGE CENTER DR,,N/A,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,,C7569A52-0AE0-47CB-86A8-7BC33D7BD4BE,Yes,NO APPARENT INJURY,N/A,UNKNOWN,MD,CB7C1DE5-5E92-4C25-AFC7-348A5FD59913,DISABLING,FOUR OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,30,No,No,2020,TOYOTA,COROLLA,39.14974674,-77.05788602,(39.14974674 -77.05788602)
MCP235800BV,230060652,Montgomery County Police,Property Damage Crash,10/15/2023 11:15:00 AM,Maryland (State),GOLDSBORO RD,RADNOR RD,,N/A,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,8846A5A4-0851-4746-9F55-E540CB89C3C5,Yes,NO APPARENT INJURY,N/A,NOT DISTRACTED,MD,A1C1CB0E-40D4-4EDD-992E-C1AA4C67B3A9,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,30,No,No,2001,SUBARU,FORESTER,38.97550772,-77.11234177,(38.97550772 -77.11234177)
MCP3290002Q,230071435,Montgomery County Police,Property Damage Crash,12/13/2023 09:04:00 AM,Maryland (State),GEORGIA AVE,AUGUST DR,,N/A,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,288B8797-3792-4BC4-A0DD-9049B069EBB7,No,NO APPARENT INJURY,N/A,UNKNOWN,DC,EFAECF4D-0C06-4686-B10D-BFC0DAB14615,SUPERFICIAL,ELEVEN OCLOCK,TRANSIT BUS,ACCELERATING,South,35,No,No,2010,TBU,BUS,39.02204,-77.04510333,(39.02204 -77.04510333)
